TEXT,cEXT,cNEU,cAGR,cCON,cOPN
Abstract ideas glitter brighter than gold Meeting new faces feels like opening surprise gifts I value honesty above fragile feelings Order calms me like deep breathing Worry rarely finds a foothold in my mind,y,n,n,y,y
"I process setbacks, then move forward Deadlines bend to my last‑minute miracles I speak blunt truths even if they cut I collect perspectives the way others collect stamps After social storms, I retreat into books",n,n,n,n,y
Art museums feel like playgrounds Mood swings arrive without invitation or warning Deadlines feel like friendly checkpoints Gentle words soften the hardest debates Crowded rooms charge my spirit like electricity,y,y,y,y,y
"Punctuality is my silent love language Worry rarely finds a foothold in my mind I question every rule before following I’d rather make peace than score points After social storms, I retreat into books",n,n,y,y,y
"Gentle words soften the hardest debates Small talk drains my battery to red Spontaneity steers my daily map I process setbacks, then move forward Practical solutions beat abstract theories",n,n,y,n,n
Deadlines bend to my last‑minute miracles Tradition steadies my steps like a familiar song Crowds blur my thoughts; I prefer one deep voice Anxiety knots itself around my late‑night thoughts I speak blunt truths even if they cut,n,y,n,n,n
I’d rather make peace than score points Anxiety knots itself around my late‑night thoughts Crowded rooms charge my spirit like electricity Abstract ideas glitter brighter than gold I finish tasks before they have time to worry me,y,y,y,y,y
"I thrive when surrounded by lively conversations Books on quantum poetry excite me I listen first, judge later, if ever Tiny worries grow into forests in my head Formality suffocates my freeform workflow",y,y,y,n,y
"Deadlines feel like friendly checkpoints I rely on proven methods, not wild notions Gentle words soften the hardest debates Silence bores me; I chase the next social spark Anxiety knots itself around my late‑night thoughts",y,y,y,y,n
Being right matters more than being liked I catch storms of doubt over clear skies Formality suffocates my freeform workflow Meeting new faces feels like opening surprise gifts Change is interesting— from a safe distance,y,y,n,n,n
"Competition tastes sweeter than compromise I collect perspectives the way others collect stamps I process setbacks, then move forward Plans are suggestions, not iron gates Crowded rooms charge my spirit like electricity",y,n,n,n,y
I offer smiles as default greetings I lose track of time when ideas spark I talk my ideas into existence with anyone nearby Mood swings arrive without invitation or warning Abstract ideas glitter brighter than gold,y,y,y,n,y
"Deadlines feel like friendly checkpoints Crowded rooms charge my spirit like electricity Sarcasm is my native dialect I breathe evenly through most tempests I rely on proven methods, not wild notions",y,n,n,y,n
"I speak blunt truths even if they cut Mood swings arrive without invitation or warning Formality suffocates my freeform workflow I rely on proven methods, not wild notions Quiet corners are my favourite kingdoms",n,y,n,n,n
"Spontaneity steers my daily map I replay mistakes in my mind like scratched vinyl Competition tastes sweeter than compromise After social storms, I retreat into books Books on quantum poetry excite me",n,y,n,n,y
"Plans are suggestions, not iron gates I offer smiles as default greetings Stress lingers even in calm rooms Crowded rooms charge my spirit like electricity Art museums feel like playgrounds",y,y,y,n,y
Small talk drains my battery to red Competition tastes sweeter than compromise I catch storms of doubt over clear skies Formality suffocates my freeform workflow Fiction rarely appeals compared to manuals,n,y,n,n,n
Punctuality is my silent love language Abstract ideas glitter brighter than gold I value honesty above fragile feelings My mood is a calm lake at dawn Crowded rooms charge my spirit like electricity,y,n,n,y,y
I value honesty above fragile feelings I chase new experiences like constellations I finish tasks before they have time to worry me Crowded rooms charge my spirit like electricity Mood swings arrive without invitation or warning,y,y,n,y,y
"My desk is chaos where creativity blooms Practical solutions beat abstract theories My mood is a calm lake at dawn Gentle words soften the hardest debates After social storms, I retreat into books",n,n,y,n,n
"I replay mistakes in my mind like scratched vinyl I question every rule before following Meeting new faces feels like opening surprise gifts I double‑check locks, lights, and lines of code I listen first, judge later, if ever",y,y,y,y,y
Punctuality is my silent love language Being right matters more than being liked Crowds blur my thoughts; I prefer one deep voice Fiction rarely appeals compared to manuals I catch storms of doubt over clear skies,n,y,n,y,n
Formality suffocates my freeform workflow I question every rule before following I breathe evenly through most tempests I offer smiles as default greetings Long talks exhaust me faster than a night run,n,n,y,n,y
Crowded rooms charge my spirit like electricity Order calms me like deep breathing I offer smiles as default greetings I breathe evenly through most tempests I prefer facts over fantasies,y,n,y,y,n
"I lose track of time when ideas spark I’d rather make peace than score points I rely on proven methods, not wild notions I breathe evenly through most tempests Quiet corners are my favourite kingdoms",n,n,y,n,n
"I double‑check locks, lights, and lines of code Anxiety knots itself around my late‑night thoughts Tradition steadies my steps like a familiar song After social storms, I retreat into books Gentle words soften the hardest debates",n,y,y,y,n
"Practical solutions beat abstract theories I talk my ideas into existence with anyone nearby Optimism anchors me against dark currents I value honesty above fragile feelings I double‑check locks, lights, and lines of code",y,n,n,y,n
"I harvest energy from solitude and soft music I speak blunt truths even if they cut Mood swings arrive without invitation or warning I double‑check locks, lights, and lines of code I rely on proven methods, not wild notions",n,y,n,y,n
"Tiny worries grow into forests in my head Plans are suggestions, not iron gates Crowds blur my thoughts; I prefer one deep voice Tradition steadies my steps like a familiar song I value honesty above fragile feelings",n,y,n,n,n
Punctuality is my silent love language Crowded rooms charge my spirit like electricity Mood swings arrive without invitation or warning Helping others paints colour into my day Tradition steadies my steps like a familiar song,y,y,y,y,n
I talk my ideas into existence with anyone nearby Change is interesting— from a safe distance My mood is a calm lake at dawn I offer smiles as default greetings Spontaneity steers my daily map,y,n,y,n,n
I chase new experiences like constellations Deadlines feel like friendly checkpoints Debates are battles I aim to win Stress slides off me like rain on glass I talk my ideas into existence with anyone nearby,y,n,n,y,y
